Gene,Fold_Change,P_Value,Significant,log2FC,-log10P
213210_at,,,False,,
213211_s_at,,,False,,
213212_x_at,,,False,,
213213_at,,,False,,
213214_x_at,,,False,,
213215_at,,,False,,
213216_at,,,False,,
213217_at,,,False,,
213218_at,,,False,,
213219_at,,,False,,
213220_at,,,False,,
213221_s_at,,,False,,
213222_at,,,False,,
213223_at,,,False,,
213224_s_at,,,False,,
213225_at,,,False,,
213226_at,,,False,,
213227_at,,,False,,
213228_at,,,False,,
213229_at,,,False,,
213230_at,,,False,,
213231_at,,,False,,
213232_at,,,False,,
213233_s_at,,,False,,
213234_at,,,False,,
213235_at,,,False,,
213236_at,,,False,,
213237_at,,,False,,
213238_at,,,False,,
213239_at,,,False,,
213240_s_at,,,False,,
213241_at,,,False,,
213242_x_at,,,False,,
213243_at,,,False,,
213244_at,,,False,,
213245_at,,,False,,
213246_at,,,False,,
213247_at,,,False,,
213248_at,,,False,,
213249_at,,,False,,
213250_at,,,False,,
213251_at,,,False,,
213252_at,,,False,,
213253_at,,,False,,
213254_at,,,False,,
213256_at,,,False,,
213257_at,,,False,,
213258_at,,,False,,
213259_s_at,,,False,,
213260_at,,,False,,
213261_at,,,False,,
213262_at,,,False,,
213263_s_at,,,False,,
213264_at,,,False,,
213265_at,,,False,,
213266_at,,,False,,
213267_at,,,False,,
213268_at,,,False,,
213269_at,,,False,,
213270_at,,,False,,
213271_s_at,,,False,,
213272_s_at,,,False,,
213273_at,,,False,,
213274_s_at,,,False,,
213275_x_at,,,False,,
213276_at,,,False,,
213277_at,,,False,,
213278_at,,,False,,
213279_at,,,False,,
213280_at,,,False,,
213281_at,,,False,,
213282_at,,,False,,
213283_s_at,,,False,,
213284_at,,,False,,
213285_at,,,False,,
213286_at,,,False,,
213287_s_at,,,False,,
213288_at,,,False,,
213289_at,,,False,,
213290_at,,,False,,
213291_s_at,,,False,,
213292_s_at,,,False,,
213293_s_at,,,False,,
213294_at,,,False,,
213295_at,,,False,,
213296_at,,,False,,
213297_at,,,False,,
213298_at,,,False,,
213299_at,,,False,,
213300_at,,,False,,
213301_x_at,,,False,,
213302_at,,,False,,
213303_x_at,,,False,,
213304_at,,,False,,
213305_s_at,,,False,,
213306_at,,,False,,
213307_at,,,False,,
213308_at,,,False,,
213309_at,,,False,,
213310_at,,,False,,
213311_s_at,,,False,,
213312_at,,,False,,
213313_at,,,False,,
213314_at,,,False,,
213315_x_at,,,False,,
213316_at,,,False,,
213317_at,,,False,,
213318_s_at,,,False,,
213319_s_at,,,False,,
213320_at,,,False,,
213321_at,,,False,,
213322_at,,,False,,
213323_s_at,,,False,,
213324_at,,,False,,
213325_at,,,False,,
213326_at,,,False,,
213327_s_at,,,False,,
213328_at,,,False,,
213329_at,,,False,,
213330_s_at,,,False,,
213331_s_at,,,False,,
213332_at,,,False,,
213333_at,,,False,,
213334_x_at,,,False,,
213335_s_at,,,False,,
213336_at,,,False,,
213337_s_at,,,False,,
213338_at,,,False,,
213339_at,,,False,,
213340_s_at,,,False,,
213341_at,,,False,,
213342_at,,,False,,
213343_s_at,,,False,,
213344_s_at,,,False,,
213345_at,,,False,,
213346_at,,,False,,
213347_x_at,,,False,,
213348_at,,,False,,
213349_at,,,False,,
213350_at,,,False,,
213351_s_at,,,False,,
213352_at,,,False,,
213353_at,,,False,,
213354_s_at,,,False,,
213355_at,,,False,,
213356_x_at,,,False,,
213357_at,,,False,,
213358_at,,,False,,
213359_at,,,False,,
213360_s_at,,,False,,
213361_at,,,False,,
213362_at,,,False,,
213363_at,,,False,,
213364_s_at,,,False,,
213365_at,,,False,,
213366_x_at,,,False,,
213367_at,,,False,,
213368_x_at,,,False,,
213369_at,,,False,,
213370_s_at,,,False,,
213371_at,,,False,,
213372_at,,,False,,
213373_s_at,,,False,,
213374_x_at,,,False,,
213375_s_at,,,False,,
213376_at,,,False,,
213377_x_at,,,False,,
213378_s_at,,,False,,
213379_at,,,False,,
213380_x_at,,,False,,
213381_at,,,False,,
213382_at,,,False,,
213383_at,,,False,,
213384_x_at,,,False,,
213385_at,,,False,,
213386_at,,,False,,
213387_at,,,False,,
213388_at,,,False,,
213389_at,,,False,,
213390_at,,,False,,
213391_at,,,False,,
213392_at,,,False,,
213393_at,,,False,,
213394_at,,,False,,
213395_at,,,False,,
213396_s_at,,,False,,
213397_x_at,,,False,,
213398_s_at,,,False,,
213399_x_at,,,False,,
213400_s_at,,,False,,
213401_s_at,,,False,,
213402_at,,,False,,
213403_at,,,False,,
213404_s_at,,,False,,
213405_at,,,False,,
213406_at,,,False,,
213407_at,,,False,,
213408_s_at,,,False,,
213409_s_at,,,False,,
213410_at,,,False,,
213411_at,,,False,,
213412_at,,,False,,
213413_at,,,False,,
213414_s_at,,,False,,
213415_at,,,False,,
213416_at,,,False,,
213417_at,,,False,,
213418_at,,,False,,
213419_at,,,False,,
213420_at,,,False,,
213421_x_at,,,False,,
213422_s_at,,,False,,
213423_x_at,,,False,,
213424_at,,,False,,
213425_at,,,False,,
213426_s_at,,,False,,
213427_at,,,False,,
213428_s_at,,,False,,
213429_at,,,False,,
213430_at,,,False,,
213431_x_at,,,False,,
213432_at,,,False,,
213433_at,,,False,,
213434_at,,,False,,
213435_at,,,False,,
213436_at,,,False,,
213437_at,,,False,,
213438_at,,,False,,
213439_x_at,,,False,,
213440_at,,,False,,
213441_x_at,,,False,,
213442_x_at,,,False,,
213443_at,,,False,,
213444_at,,,False,,
213445_at,,,False,,
213446_s_at,,,False,,
213447_at,,,False,,
213448_at,,,False,,
213449_at,,,False,,
213450_s_at,,,False,,
213451_x_at,,,False,,
213452_at,,,False,,
213453_x_at,,,False,,
213454_at,,,False,,
213455_at,,,False,,
213456_at,,,False,,
213457_at,,,False,,
213458_at,,,False,,
213459_at,,,False,,
213460_x_at,,,False,,
213461_at,,,False,,
213462_at,,,False,,
213463_s_at,,,False,,
213464_at,,,False,,
213465_s_at,,,False,,
213466_at,,,False,,
213467_at,,,False,,
213468_at,,,False,,
213469_at,,,False,,
213470_s_at,,,False,,
213471_at,,,False,,
213472_at,,,False,,
213473_at,,,False,,
213474_at,,,False,,
213475_s_at,,,False,,
213476_x_at,,,False,,
213477_x_at,,,False,,
213478_at,,,False,,
213479_at,,,False,,
213480_at,,,False,,
213481_at,,,False,,
213482_at,,,False,,
213483_at,,,False,,
213484_at,,,False,,
213485_s_at,,,False,,
213486_at,,,False,,
213487_at,,,False,,
213488_at,,,False,,
213489_at,,,False,,
213490_s_at,,,False,,
213491_x_at,,,False,,
213492_at,,,False,,
213493_at,,,False,,
213494_s_at,,,False,,
213495_s_at,,,False,,
213496_at,,,False,,
213497_at,,,False,,
213498_at,,,False,,
213499_at,,,False,,
213500_at,,,False,,
213501_at,,,False,,
213502_x_at,,,False,,
213503_x_at,,,False,,
213504_at,,,False,,
213505_s_at,,,False,,
213506_at,,,False,,
213507_s_at,,,False,,
213508_at,,,False,,
213509_x_at,,,False,,
213510_x_at,,,False,,
213511_s_at,,,False,,
213512_at,,,False,,
213513_x_at,,,False,,
213514_s_at,,,False,,
213515_x_at,,,False,,
213516_at,,,False,,
213517_at,,,False,,
213518_at,,,False,,
213519_s_at,,,False,,
213520_at,,,False,,
213521_at,,,False,,
213522_s_at,,,False,,
213523_at,,,False,,
213524_s_at,,,False,,
213525_at,,,False,,
213526_s_at,,,False,,
213527_s_at,,,False,,
213528_at,,,False,,
213529_at,,,False,,
213530_at,,,False,,
213531_s_at,,,False,,
213532_at,,,False,,
213533_at,,,False,,
213534_s_at,,,False,,
213535_s_at,,,False,,
213536_s_at,,,False,,
213537_at,,,False,,
213538_at,,,False,,
213539_at,,,False,,
213540_at,,,False,,
213541_s_at,,,False,,
213542_at,,,False,,
213543_at,,,False,,
213544_at,,,False,,
213545_x_at,,,False,,
213546_at,,,False,,
213547_at,,,False,,
213548_s_at,,,False,,
213549_at,,,False,,
213550_s_at,,,False,,
213551_x_at,,,False,,
213552_at,,,False,,
213553_x_at,,,False,,
213554_s_at,,,False,,
213555_at,,,False,,
213556_at,,,False,,
213557_at,,,False,,
213558_at,,,False,,
213559_s_at,,,False,,
213560_at,,,False,,
213561_at,,,False,,
213562_s_at,,,False,,
213563_s_at,,,False,,
213564_x_at,,,False,,
213565_s_at,,,False,,
213566_at,,,False,,
213567_at,,,False,,
213568_at,,,False,,
213569_at,,,False,,
213570_at,,,False,,
213571_s_at,,,False,,
213572_s_at,,,False,,
213573_at,,,False,,
213574_s_at,,,False,,
213575_at,,,False,,
213577_at,,,False,,
213578_at,,,False,,
213579_s_at,,,False,,
213580_at,,,False,,
213581_at,,,False,,
213582_at,,,False,,
213583_x_at,,,False,,
213584_s_at,,,False,,
213585_s_at,,,False,,
213586_at,,,False,,
213587_s_at,,,False,,
213588_x_at,,,False,,
213589_s_at,,,False,,
213590_at,,,False,,
213591_at,,,False,,
213592_at,,,False,,
213593_s_at,,,False,,
213594_x_at,,,False,,
213595_s_at,,,False,,
213596_at,,,False,,
213597_s_at,,,False,,
213598_at,,,False,,
213599_at,,,False,,
213600_at,,,False,,
213601_at,,,False,,
213602_s_at,,,False,,
213603_s_at,,,False,,
213604_at,,,False,,
213605_s_at,,,False,,
213606_s_at,,,False,,
213607_x_at,,,False,,
213608_s_at,,,False,,
213609_s_at,,,False,,
213610_s_at,,,False,,
213611_at,,,False,,
213612_x_at,,,False,,
213613_s_at,,,False,,
213614_x_at,,,False,,
213615_at,,,False,,
213616_at,,,False,,
213617_s_at,,,False,,
213618_at,,,False,,
213619_at,,,False,,
213620_s_at,,,False,,
213621_s_at,,,False,,
213622_at,,,False,,
213623_at,,,False,,
213624_at,,,False,,
213625_at,,,False,,
213626_at,,,False,,
213627_at,,,False,,
213628_at,,,False,,
213629_x_at,,,False,,
213630_at,,,False,,
213631_x_at,,,False,,
213632_at,,,False,,
213633_at,,,False,,
213634_s_at,,,False,,
213635_s_at,,,False,,
213636_at,,,False,,
213637_at,,,False,,
213638_at,,,False,,
213639_s_at,,,False,,
213640_s_at,,,False,,
213641_at,,,False,,
213642_at,,,False,,
213643_s_at,,,False,,
213644_at,,,False,,
213645_at,,,False,,
213646_x_at,,,False,,
213647_at,,,False,,
213648_at,,,False,,
213649_at,,,False,,
213650_at,,,False,,
213651_at,,,False,,
213652_at,,,False,,
213653_at,,,False,,
213654_at,,,False,,
213655_at,,,False,,
213656_s_at,,,False,,
213657_s_at,,,False,,
213658_at,,,False,,
213659_at,,,False,,
213660_s_at,,,False,,
213661_at,,,False,,
213662_at,,,False,,
213663_s_at,,,False,,
213664_at,,,False,,
213665_at,,,False,,
213666_at,,,False,,
213667_at,,,False,,
213668_s_at,,,False,,
213669_at,,,False,,
213670_x_at,,,False,,
213671_s_at,,,False,,
213672_at,,,False,,
213673_x_at,,,False,,
213674_x_at,,,False,,
213675_at,,,False,,
213676_at,,,False,,
213677_s_at,,,False,,
213678_at,,,False,,
213679_at,,,False,,
213680_at,,,False,,
213681_at,,,False,,
213682_at,,,False,,
213683_at,,,False,,
213684_s_at,,,False,,
213685_at,,,False,,
213686_at,,,False,,
213687_s_at,,,False,,
213688_at,,,False,,
213689_x_at,,,False,,
213690_s_at,,,False,,
213691_at,,,False,,
213692_s_at,,,False,,
213693_s_at,,,False,,
213694_at,,,False,,
213695_at,,,False,,
213696_s_at,,,False,,
213697_at,,,False,,
213698_at,,,False,,
213699_s_at,,,False,,
213700_s_at,,,False,,
213701_at,,,False,,
213702_x_at,,,False,,
213703_at,,,False,,
213704_at,,,False,,
213705_at,,,False,,
213706_at,,,False,,
213707_s_at,,,False,,
213708_s_at,,,False,,
213709_at,,,False,,
213710_s_at,,,False,,
213711_at,,,False,,
213712_at,,,False,,
213713_s_at,,,False,,
213714_at,,,False,,
213715_s_at,,,False,,
213716_s_at,,,False,,
213717_at,,,False,,
213718_at,,,False,,
213719_s_at,,,False,,
213720_s_at,,,False,,
213721_at,,,False,,
213722_at,,,False,,
213723_s_at,,,False,,
213724_s_at,,,False,,
213725_x_at,,,False,,
213726_x_at,,,False,,
213727_x_at,,,False,,
213728_at,,,False,,
213729_at,,,False,,
213730_x_at,,,False,,
213731_s_at,,,False,,
213732_at,,,False,,
213733_at,,,False,,
213734_at,,,False,,
213735_s_at,,,False,,
213736_at,,,False,,
213737_x_at,,,False,,
213738_s_at,,,False,,
213739_at,,,False,,
213740_s_at,,,False,,
213741_s_at,,,False,,
213742_at,,,False,,
213743_at,,,False,,
213744_at,,,False,,
213745_at,,,False,,
213746_s_at,,,False,,
213747_at,,,False,,
213748_at,,,False,,
213749_at,,,False,,
213750_at,,,False,,
213751_at,,,False,,
213752_at,,,False,,
213753_x_at,,,False,,
213754_s_at,,,False,,
213755_s_at,,,False,,
213756_s_at,,,False,,
213757_at,,,False,,
213758_at,,,False,,
213759_at,,,False,,
213760_s_at,,,False,,
213761_at,,,False,,
213762_x_at,,,False,,
213763_at,,,False,,
213764_s_at,,,False,,
213765_at,,,False,,
213766_x_at,,,False,,
213767_at,,,False,,
213768_s_at,,,False,,
213769_at,,,False,,
213770_at,,,False,,
213771_at,,,False,,
213772_s_at,,,False,,
213773_x_at,,,False,,
213774_s_at,,,False,,
213775_x_at,,,False,,
213776_at,,,False,,
213777_s_at,,,False,,
213778_x_at,,,False,,
213779_at,,,False,,
213780_at,,,False,,
213781_at,,,False,,
213782_s_at,,,False,,
213783_at,,,False,,
213784_at,,,False,,
213785_at,,,False,,
213786_at,,,False,,
213787_s_at,,,False,,
213788_s_at,,,False,,
213789_at,,,False,,
213790_at,,,False,,
213791_at,,,False,,
213792_s_at,,,False,,
213793_s_at,,,False,,
213794_s_at,,,False,,
213795_s_at,,,False,,
213796_at,,,False,,
213797_at,,,False,,
213798_s_at,,,False,,
213799_s_at,,,False,,
213800_at,,,False,,
213801_x_at,,,False,,
213802_at,,,False,,
213803_at,,,False,,
213804_at,,,False,,
213805_at,,,False,,
213806_at,,,False,,
213807_x_at,,,False,,
213808_at,,,False,,
213809_x_at,,,False,,
213810_s_at,,,False,,
213811_x_at,,,False,,
213812_s_at,,,False,,
213813_x_at,,,False,,
213814_s_at,,,False,,
213815_x_at,,,False,,
213816_s_at,,,False,,
213817_at,,,False,,
213818_x_at,,,False,,
213819_s_at,,,False,,
213820_s_at,,,False,,
213821_s_at,,,False,,
213822_s_at,,,False,,
213823_at,,,False,,
213824_at,,,False,,
213825_at,,,False,,
213826_s_at,,,False,,
213827_at,,,False,,
213828_x_at,,,False,,
213829_x_at,,,False,,
213830_at,,,False,,
213831_at,,,False,,
213832_at,,,False,,
213833_x_at,,,False,,
213834_at,,,False,,
213835_x_at,,,False,,
213836_s_at,,,False,,
213837_at,,,False,,
213838_at,,,False,,
213839_at,,,False,,
213840_s_at,,,False,,
213841_at,,,False,,
213842_x_at,,,False,,
213843_x_at,,,False,,
213844_at,,,False,,
213845_at,,,False,,
213846_at,,,False,,
213847_at,,,False,,
213848_at,,,False,,
213849_s_at,,,False,,
213850_s_at,,,False,,
213851_at,,,False,,
213852_at,,,False,,
213853_at,,,False,,
213854_at,,,False,,
213855_s_at,,,False,,
213856_at,,,False,,
213857_s_at,,,False,,
213858_at,,,False,,
213859_x_at,,,False,,
213860_x_at,,,False,,
213861_s_at,,,False,,
213862_at,,,False,,
213863_s_at,,,False,,
213864_s_at,,,False,,
213865_at,,,False,,
213866_at,,,False,,
213867_x_at,,,False,,
213868_s_at,,,False,,
213869_x_at,,,False,,
213870_at,,,False,,
213871_s_at,,,False,,
213872_at,,,False,,
213873_at,,,False,,
213874_at,,,False,,
213875_x_at,,,False,,
213876_x_at,,,False,,
213877_x_at,,,False,,
213878_at,,,False,,
213879_at,,,False,,
213880_at,,,False,,
213881_x_at,,,False,,
213882_at,,,False,,
213883_s_at,,,False,,
213884_s_at,,,False,,
213885_at,,,False,,
213887_s_at,,,False,,
213888_s_at,,,False,,
213889_at,,,False,,
213890_x_at,,,False,,
213891_s_at,,,False,,
213892_s_at,,,False,,
213893_x_at,,,False,,
213894_at,,,False,,
213895_at,,,False,,
213896_x_at,,,False,,
213897_s_at,,,False,,
213898_at,,,False,,
213899_at,,,False,,
213900_at,,,False,,
213901_x_at,,,False,,
213902_at,,,False,,
213903_s_at,,,False,,
213904_at,,,False,,
213905_x_at,,,False,,
213906_at,,,False,,
213907_at,,,False,,
213908_at,,,False,,
213909_at,,,False,,
213910_at,,,False,,
213911_s_at,,,False,,
213912_at,,,False,,
213913_s_at,,,False,,
213914_s_at,,,False,,
213915_at,,,False,,
213916_at,,,False,,
213917_at,,,False,,
213918_s_at,,,False,,
213919_at,,,False,,
213920_at,,,False,,
213921_at,,,False,,
213922_at,,,False,,
213923_at,,,False,,
213924_at,,,False,,
213925_at,,,False,,
213926_s_at,,,False,,
213927_at,,,False,,
213928_s_at,,,False,,
213929_at,,,False,,
213930_at,,,False,,
213931_at,,,False,,
213932_x_at,,,False,,
213933_at,,,False,,
213934_s_at,,,False,,
213935_at,,,False,,
213936_x_at,,,False,,
213937_s_at,,,False,,
213938_at,,,False,,
213939_s_at,,,False,,
213940_s_at,,,False,,
213941_x_at,,,False,,
213942_at,,,False,,
213943_at,,,False,,
213944_x_at,,,False,,
213945_s_at,,,False,,
213946_s_at,,,False,,
213947_s_at,,,False,,
213948_x_at,,,False,,
213949_s_at,,,False,,
213950_s_at,,,False,,
213951_s_at,,,False,,
213952_s_at,,,False,,
213953_at,,,False,,
213954_at,,,False,,
213955_at,,,False,,
213956_at,,,False,,
213957_s_at,,,False,,
213958_at,,,False,,
213959_s_at,,,False,,
213960_at,,,False,,
213961_s_at,,,False,,
213962_s_at,,,False,,
213963_s_at,,,False,,
213964_x_at,,,False,,
213965_s_at,,,False,,
213966_at,,,False,,
213967_at,,,False,,
213968_at,,,False,,
213969_x_at,,,False,,
213970_at,,,False,,
213971_s_at,,,False,,
213972_at,,,False,,
213973_at,,,False,,
213974_at,,,False,,
213975_s_at,,,False,,
213976_at,,,False,,
213977_s_at,,,False,,
213978_at,,,False,,
213979_s_at,,,False,,
213980_s_at,,,False,,
213981_at,,,False,,
213982_s_at,,,False,,
213983_s_at,,,False,,
213984_at,,,False,,
213985_s_at,,,False,,
213986_s_at,,,False,,
213987_s_at,,,False,,
213988_s_at,,,False,,
213989_x_at,,,False,,
213990_s_at,,,False,,
213991_s_at,,,False,,
213992_at,,,False,,
213993_at,,,False,,
213994_s_at,,,False,,
213995_at,,,False,,
213996_at,,,False,,
213997_at,,,False,,
213998_s_at,,,False,,
213999_at,,,False,,
214000_s_at,,,False,,
214001_x_at,,,False,,
214002_at,,,False,,
214003_x_at,,,False,,
214004_s_at,,,False,,
214005_at,,,False,,
214006_s_at,,,False,,
214007_s_at,,,False,,
214008_at,,,False,,
214009_at,,,False,,
214010_s_at,,,False,,
214011_s_at,,,False,,
214012_at,,,False,,
214013_s_at,,,False,,
214014_at,,,False,,
214015_at,,,False,,
214016_s_at,,,False,,
214017_s_at,,,False,,
214018_at,,,False,,
214019_at,,,False,,
214020_x_at,,,False,,
214021_x_at,,,False,,
214022_s_at,,,False,,
214023_x_at,,,False,,
214024_s_at,,,False,,
214025_at,,,False,,
214026_s_at,,,False,,
214027_x_at,,,False,,
214028_x_at,,,False,,
214029_at,,,False,,
214030_at,,,False,,
214031_s_at,,,False,,
214032_at,,,False,,
214033_at,,,False,,
214034_at,,,False,,
214035_x_at,,,False,,
214036_at,,,False,,
214037_s_at,,,False,,
214038_at,,,False,,
214039_s_at,,,False,,
214040_s_at,,,False,,
214041_x_at,,,False,,
214042_s_at,,,False,,
214043_at,,,False,,
214044_at,,,False,,
214045_at,,,False,,
214046_at,,,False,,
214047_s_at,,,False,,
214048_at,,,False,,
214049_x_at,,,False,,
214050_at,,,False,,
214051_at,,,False,,
214052_x_at,,,False,,
214053_at,,,False,,
214054_at,,,False,,
214055_x_at,,,False,,
214056_at,,,False,,
214057_at,,,False,,
214058_at,,,False,,
214059_at,,,False,,
214060_at,,,False,,
214061_at,,,False,,
214062_x_at,,,False,,
214063_s_at,,,False,,
214064_at,,,False,,
214065_s_at,,,False,,
214066_x_at,,,False,,
214067_at,,,False,,
214068_at,,,False,,
214069_at,,,False,,
214070_s_at,,,False,,
214071_at,,,False,,
214072_x_at,,,False,,
214073_at,,,False,,
214074_s_at,,,False,,
214075_at,,,False,,
214076_at,,,False,,
214077_x_at,,,False,,
214078_at,,,False,,
214079_at,,,False,,
214080_x_at,,,False,,
214081_at,,,False,,
214082_at,,,False,,
214083_at,,,False,,
214084_x_at,,,False,,
214085_x_at,,,False,,
214086_s_at,,,False,,
214087_s_at,,,False,,
214088_s_at,,,False,,
214089_at,,,False,,
214090_at,,,False,,
214091_s_at,,,False,,
214092_x_at,,,False,,
214093_s_at,,,False,,
214094_at,,,False,,
214095_at,,,False,,
214096_s_at,,,False,,
214097_at,,,False,,
214098_at,,,False,,
214099_s_at,,,False,,
214100_x_at,,,False,,
214101_s_at,,,False,,
214102_at,,,False,,
214103_s_at,,,False,,
214104_at,,,False,,
214105_at,,,False,,
214106_s_at,,,False,,
214107_x_at,,,False,,
214108_at,,,False,,
214109_at,,,False,,
214110_s_at,,,False,,
214111_at,,,False,,
214112_s_at,,,False,,
214113_s_at,,,False,,
214114_x_at,,,False,,
214115_at,,,False,,
214116_at,,,False,,
214117_s_at,,,False,,
214118_x_at,,,False,,
214119_s_at,,,False,,
214120_at,,,False,,
214121_x_at,,,False,,
214122_at,,,False,,
214123_s_at,,,False,,
214124_x_at,,,False,,
214125_s_at,,,False,,
214126_at,,,False,,
214127_s_at,,,False,,
214128_at,,,False,,
214129_at,,,False,,
214130_s_at,,,False,,
214131_at,,,False,,
214132_at,,,False,,
214133_at,,,False,,
214134_at,,,False,,
214135_at,,,False,,
214136_at,,,False,,
214137_at,,,False,,
214138_at,,,False,,
214139_at,,,False,,
214140_at,,,False,,
214141_x_at,,,False,,
214142_at,,,False,,
214143_x_at,,,False,,
214144_at,,,False,,
214145_s_at,,,False,,
214146_s_at,,,False,,
214147_at,,,False,,
214148_at,,,False,,
214149_s_at,,,False,,
214150_x_at,,,False,,
214151_s_at,,,False,,
214152_at,,,False,,
214153_at,,,False,,
214154_s_at,,,False,,
214155_s_at,,,False,,
214156_at,,,False,,
214157_at,,,False,,
214158_s_at,,,False,,
214159_at,,,False,,
214160_at,,,False,,
214161_at,,,False,,
214162_at,,,False,,
214163_at,,,False,,
214164_x_at,,,False,,
214165_s_at,,,False,,
214166_at,,,False,,
214167_s_at,,,False,,
214168_s_at,,,False,,
214169_at,,,False,,
214170_x_at,,,False,,
214171_s_at,,,False,,
214172_x_at,,,False,,
214173_x_at,,,False,,
214174_s_at,,,False,,
214175_x_at,,,False,,
214176_s_at,,,False,,
214177_s_at,,,False,,
214178_s_at,,,False,,
214179_s_at,,,False,,
214180_at,,,False,,
214181_x_at,,,False,,
214182_at,,,False,,
214183_s_at,,,False,,
214184_at,,,False,,
214185_at,,,False,,
214186_s_at,,,False,,
214187_x_at,,,False,,
214188_at,,,False,,
214189_s_at,,,False,,
214190_x_at,,,False,,
214191_at,,,False,,
214192_at,,,False,,
214193_s_at,,,False,,
214194_at,,,False,,
214195_at,,,False,,
214196_s_at,,,False,,
214197_s_at,,,False,,
214198_s_at,,,False,,
214199_at,,,False,,
214200_s_at,,,False,,
214201_x_at,,,False,,
214202_at,,,False,,
214203_s_at,,,False,,
214204_at,,,False,,
214205_x_at,,,False,,
214206_at,,,False,,
214207_s_at,,,False,,
214208_at,,,False,,
214209_s_at,,,False,,
214210_at,,,False,,
214211_at,,,False,,
214212_x_at,,,False,,
214213_x_at,,,False,,
214214_s_at,,,False,,
214215_s_at,,,False,,
214216_s_at,,,False,,
214217_at,,,False,,
214218_s_at,,,False,,
214219_x_at,,,False,,
214220_s_at,,,False,,
214221_at,,,False,,
214222_at,,,False,,
214223_at,,,False,,
214224_s_at,,,False,,
214225_at,,,False,,
214226_at,,,False,,
214227_at,,,False,,
214228_x_at,,,False,,
214229_at,,,False,,
214230_at,,,False,,
214231_s_at,,,False,,
214232_at,,,False,,
214233_at,,,False,,
214234_s_at,,,False,,
214235_at,,,False,,
214236_at,,,False,,
214237_x_at,,,False,,
214238_at,,,False,,
214239_x_at,,,False,,
214240_at,,,False,,
214241_at,,,False,,
214242_at,,,False,,
214243_s_at,,,False,,
214244_s_at,,,False,,
214245_at,,,False,,
214246_x_at,,,False,,
214247_s_at,,,False,,
214248_s_at,,,False,,
214249_at,,,False,,
214250_at,,,False,,
214251_s_at,,,False,,
214252_s_at,,,False,,
214253_s_at,,,False,,
214254_at,,,False,,
214255_at,,,False,,
214256_at,,,False,,
214257_s_at,,,False,,
214258_x_at,,,False,,
214259_s_at,,,False,,
214260_at,,,False,,
214261_s_at,,,False,,
214262_at,,,False,,
214263_x_at,,,False,,
214264_s_at,,,False,,
214265_at,,,False,,
214266_s_at,,,False,,
214267_s_at,,,False,,
214268_s_at,,,False,,
214269_at,,,False,,
214270_s_at,,,False,,
214271_x_at,,,False,,
214272_at,,,False,,
214273_x_at,,,False,,
214274_s_at,,,False,,
214275_at,,,False,,
214276_at,,,False,,
214277_at,,,False,,
214278_s_at,,,False,,
214279_s_at,,,False,,
214280_x_at,,,False,,
214281_s_at,,,False,,
214282_at,,,False,,
214283_at,,,False,,
214284_s_at,,,False,,
214285_at,,,False,,
214286_at,,,False,,
214287_s_at,,,False,,
214288_s_at,,,False,,
214289_at,,,False,,
214290_s_at,,,False,,
214291_at,,,False,,
214292_at,,,False,,
214293_at,,,False,,
214294_at,,,False,,
214295_at,,,False,,
214296_x_at,,,False,,
214297_at,,,False,,
214298_x_at,,,False,,
214299_at,,,False,,
214300_s_at,,,False,,
214301_s_at,,,False,,
214302_x_at,,,False,,
214303_x_at,,,False,,
214304_x_at,,,False,,
214305_s_at,,,False,,
214306_at,,,False,,
214307_at,,,False,,
214308_s_at,,,False,,
214309_s_at,,,False,,
214310_s_at,,,False,,
214311_at,,,False,,
214312_at,,,False,,
214313_s_at,,,False,,
214314_s_at,,,False,,
214315_x_at,,,False,,
214316_x_at,,,False,,
214317_x_at,,,False,,
214318_s_at,,,False,,
214319_at,,,False,,
214320_x_at,,,False,,
214321_at,,,False,,
214322_at,,,False,,
214323_s_at,,,False,,
214324_at,,,False,,
214325_at,,,False,,
214326_x_at,,,False,,
214327_x_at,,,False,,
214328_s_at,,,False,,
214329_x_at,,,False,,
214330_at,,,False,,
214331_at,,,False,,
214332_s_at,,,False,,
214333_x_at,,,False,,
214334_x_at,,,False,,
214335_at,,,False,,
214336_s_at,,,False,,
214337_at,,,False,,
214338_at,,,False,,
214339_s_at,,,False,,
214340_at,,,False,,
214341_at,,,False,,
214342_at,,,False,,
214343_s_at,,,False,,
214344_at,,,False,,
214345_at,,,False,,
214346_at,,,False,,
214347_s_at,,,False,,
214348_at,,,False,,
214349_at,,,False,,
214350_at,,,False,,
214351_x_at,,,False,,
214352_s_at,,,False,,
214353_at,,,False,,
214354_x_at,,,False,,
214355_x_at,,,False,,
214356_s_at,,,False,,
214357_at,,,False,,
214358_at,,,False,,
214359_s_at,,,False,,
214360_at,,,False,,
214361_s_at,,,False,,
214362_at,,,False,,
214363_s_at,,,False,,
214364_at,,,False,,
214365_at,,,False,,
214366_s_at,,,False,,
214367_at,,,False,,
214368_at,,,False,,
214369_s_at,,,False,,
214370_at,,,False,,
214371_at,,,False,,
214372_x_at,,,False,,
214373_at,,,False,,
214374_s_at,,,False,,
214375_at,,,False,,
214376_at,,,False,,
214377_s_at,,,False,,
214378_at,,,False,,
214379_at,,,False,,
214380_at,,,False,,
214381_at,,,False,,
214382_at,,,False,,
214383_x_at,,,False,,
214384_s_at,,,False,,
214385_s_at,,,False,,
214386_at,,,False,,
214387_x_at,,,False,,
214388_at,,,False,,
